author,authorLink,content,forward,forward,comments,fabulous,time,source
大连半永久那琴,https://weibo.com/2659685753?refer_flag=1001030103_,这几天宅在家里，有没有厌倦自己平平无奇的素颜？疫情过后，要不要好好宠自己？先不说另一半如何看待你的素颜朝天，毕竟照镜子时，开心的是自己啊。【大连韩妆社.形象管理中心】#大连纹眉哪里好# 2大连 L大连半永久那琴的微博视频,,,,,3秒前,iPhone 7 Plus
北京中医局,https://weibo.com/2611712113?refer_flag=1001030103_,【北京：新冠肺炎中医药治疗总有效率为92%】新华社北京2月24日电 北京市卫生健康委员会新闻发言人高小俊24日在北京市新冠肺炎疫情防控工作新闻发布会上表示，疫情发生以来，北京市始终坚持中西医并重。截至22日，新冠肺炎中医药治疗率总体为87%。在中医药治疗患者中，使用中药汤药的比例82%。中医药治疗总有效率为92%。高小俊表示，北京市卫生健康委对各型确诊病例，只要条件符合，第一时间使用中医药治疗，引导收治的各类病例，包括疑似病例，选用中医药治疗，对新收治患者的首诊首治，按照要求，由中医药医师参与并确定中医药治疗方案。对重型、危重型患者，调动中医药技术力量，由市级中医药专家组织会诊并提出治疗方案。“在一名危重症患者的救治中，东直门医院、地坛医院三位中医专家参与会诊，拟定中药处方，连夜给患者服用中药，次日晨，患者体温降至37.2度，目前患者病情趋稳，没有进一步恶化。类似案例，还有不少。”高小俊表示，中医药在提高治愈率、降低病死率上发挥了积极作用。高小俊说，市卫生健康委还组建市、区、院三级中医药专家组，指导中医药预防治疗、重型危重型救治、康复、科研。对于有转重型、危重型风险的，由市中医管理局统筹确定的“划片包干”中医药专家进行会诊，确定治疗方案。 ,,,,,4秒前,微博 weibo.com
知了的知了和知了,https://weibo.com/3104469001?refer_flag=1001030103_,#WHAT I READ THIS WEEK#📖 《人类群星闪耀时》茨威格 舒昌善译📌 “历史本身是最伟大的诗人、戏剧家，任何作家都不能超越历史本身。”📝 疫情期间在家，慢慢的居然看了一大半了。刚开始看全都是欧洲史，脑子都大，慢慢找到了方法看下去。基本上每天看一篇，一共十四篇，就算看完还意犹未尽想看下一篇，也不继续，以免第二天就失了兴趣。我一般很难看下去这类书籍，但这样给第二天留个念想，就有动力看下去哈哈哈。🚫 但我好像发现了一处错误不知道是印刷错误还是校对没发现，魏玛大公国有一处是魏玛大公园...... ,,,,,3秒前,小米8周年旗舰手机
衡阳警事,https://weibo.com/2142660111?refer_flag=1001030103_,#抗击疫情公安在行动# #抗疫一线群英谱#【青山派出所全力以赴打好疫情防控阻击战】 @湖南公安 @中国警察网 @警民携手同行 O青山派出所全力以赴打好疫情防控阻击战,,,,,5秒前,微博 weibo.com
定陶检察,https://weibo.com/3190998314?refer_flag=1001030103_,#共同战疫公益海报#【点滴热血汇暖流】“我是湖北人，我觉得献血对于我来说，就像是一种义务。”2月13日，云南省昆明市城郊地区检察院的两位女检察官罗敏洁和马锐萍参与了无偿献血活动，用自己的热血为抗击疫情的医疗前线献上一份力量。#检察机关众志成城抗疫情# （检察日报）,,,,,6秒前,360安全浏览器
平安宁夏,https://weibo.com/2676217373?refer_flag=1001030103_,#疫情当前警察不退# 【战疫日记：哥哥运援助物资抵汉，妹妹执勤岗上敬礼相迎】#抗疫一线群英谱# “你好，请出示通行证并下车接受检查，谢谢”……“哥，居然是你”。2月13日晚，兰州援汉物资车队抵达武汉，当车队通过武东收费站时，收费站封控岗交警与车队队长相互的敬礼，场面令人动容。这名交警是@武汉东湖高新交警 汉警快骑队员李轶，被安排在辖区武东收费站封控岗执值守，自接到疫情防控任务起，她一直坚守在自己的工作岗位上，与家人的交流全靠手机。而这位兰州援汉物资车队队长曲波是李轶的表哥，一名退役军人，退役后志愿加入甘肃方舟救援志愿服务队并担任队长，原本打算今年春节回武汉过年，可突如其来的疫情打破了计划。当知道兰州将组织车队带着救援物资赶赴武汉，曲波赶紧报名，申请支援家乡，兄妹俩万万没想到在这样的情况下偶遇了。特殊时期，兄妹俩人只能默默敬礼，来相互鼓励和致敬。办理好进城手续，来不及叙叙家常的俩人便又各自回到了自己的工作中。 ,,,,,5秒前,HUAWEI Mate 9
北京市朝阳区妇联,https://weibo.com/1658606671?refer_flag=1001030103_,八里庄少年用几张手抄报，愿战胜疫情！,,,,,6秒前,微博 weibo.com
思想聚焦,https://weibo.com/1742566624?refer_flag=1001030103_,#在家努力学习的乡村孩子#看不出牌子的电视机和手机当课堂，空旷的院子当教室，几条简易凳子当书桌，今天被网上几张乡村孩子努力学习的照片感动到泪目。整个春节以来，全国人民的心情都因为疫情笼罩上一层阴云，但尽管如此，还是有很多人逆着困境努力生活，照片中的乡村孩子就是这样。“千磨万击还坚韧”，说的就是他们吧！ , 14, 14, 16,103,8秒 转赞人数超过100,微博 weibo.com
溪边笛,https://weibo.com/1204642693?refer_flag=1001030103_,"因疫情而落难的南县哥，今天，在岳阳爱心人士的帮助下，带着爱，乘上了回家的""专车""，我们祝他一路平安！ 2岳阳·岳阳火车站 L溪边笛的微博视频",,,,,10秒前,HUAWEI P10 Plus
吉林交通广播,https://weibo.com/1274460913?refer_flag=1001030103_,【#防疫期小偷商场内安家# 自己做饭又吃又喝住了十几天】2月20日，安徽铜陵民警在一商场抓获盗窃嫌疑人吴某。经查，2月份以来，吴某先后多次潜入该商场盗窃食品和财物。据嫌疑人交代，因疫情商场关闭无人，他进入商场后就直接翻到柜台里，找吃的、喝的，还给自己做饭，差不多在那里住了十几天，直到民警将其抓获。L有料的秒拍视频 ,,,,,11秒前,iPhone 7 Plus
欧美才俊艺术俱乐部,https://weibo.com/2925088735?refer_flag=1001030103_,Treatment in Art 我以前也写过关于这幅作品的文，但是还是停留在画面上。几年之后疫情当下再去感悟又是另外一片天地。所以理解了书是可以反复读的意义。小白杏从古至今要求的不高，无非是一口饭，一口气。和中堂说了，你让他出来这口气，园子照修不妨事 O绿洲,,,,,11秒前,绿洲APP
吕颂贤,https://weibo.com/1341748274?refer_flag=1001030103_,和我一起参与#窗边的勇气#，和@亚洲动物基金 一起为爱接力，让爱蔓延，希望疫情早日过去，让我们一起为特殊时期奋斗在一线的人们加油💪🏻，中国加油💪🏻！ 评论配图,,,,,13秒前,
陕西新鲜事儿,https://weibo.com/2643743024?refer_flag=1001030103_,【乖巧.jpg！杭州#老人一人一个车位晒太阳#】为配合疫情防控，杭州拱墅区蔡马社区老年公寓实行全封闭管理。公寓里的老人们也严格要求，少出门、不扎堆。23日下午，刚午睡完的老人们戴着口罩，下楼到院子里，在社区工作人员引导下，一人一个车位，齐刷刷“乖巧”坐着，悠然自得晒起了太阳…,,,,,12秒前,
千眠花,https://weibo.com/2949313003?refer_flag=1001030103_,好不容易看着国内疫情转好了，觉得有点复工的盼头了，韩国日本等国疫情又开始严重了。我就怕等国内疫情控制了可以发货了，尼玛国外又开始封城。看来我的速卖通今年是要彻底凉凉了。 L千眠花的微博视频,,,,,13秒前,荣耀20
我们的天空,https://weibo.com/6011462873?refer_flag=1001030103_,#武汉战疫#【幕后细节！运20提前20分钟完成装载】2月13日，运-20首次驰援武汉，空运军队支援湖北医疗队和物资。运-20首装师师长杜宝林透露，从接到任务到飞抵武汉只有不到24小时，但他们提前完成了装载，留出了宝贵的20分钟，为白衣战士鼓劲，“到时还坐我们的胖妞回家”！#直击疫情防控第一线#@央视军事 L央视军事的微博视频 ,,,,,13秒前,
孝感网槐荫论坛,https://weibo.com/2805835370?refer_flag=1001030103_,"#我们共度难关 孝感加油# 【朱勉：我不是逆行者，我是守护人】（记者王全红）这里地理位置独特，107国道、京广铁路穿村而过，疫情防控工作压力大；这里有170户在外务工做生意，过年从武汉返乡的有31户54人。疫情发生以来，全村全力以赴，抓严抓细抓实各项疫情防控工作。全村共379户1348人，共普查200户，866人。截止目前，全村未出现一例发热病例。驻村扶贫工作队变身防疫队，做好疫情宣传、人员摸排、联防联控等工作，孝感市自然资源和规划局驻孝昌磨山工作队队长朱勉冲锋在前，扛起了防疫重任。1月26日，还在休假的他接到通知：驻村扶贫工作队转为防控工作队。疫情就命令，防控就是责任。尽管已经57岁了，尽管饱受高血压、痛风疾病的困扰，朱勉还是义无反顾，集合队员奔赴驻村投入战斗。首先交通关卡守起来。他们对全村进行了全面封锁，只留一条应急通道，供医疗救助、村民生活必需品采购用，其他封口安排工作队、村干部、志愿者共同值守，确保不输入，不输出。全面做到了“内防扩散”、“外防输出”。喇叭广播响起来。除固定广播外，他手持喇叭走村串户，巡回宣传市县防控令，宣讲疫情防控知识，劝止不戴口罩，随意串门，聚众打牌等违规行为。按疫情防控的要求，设计制作体温测量表，列出村人员名单，每天进行体温监测，一般村民每天监测体温一次，武汉返乡人员每天体温监测二次，上午、下午各一次监测体温,随时掌握动态变化，体温监测真正做到了全覆盖;设计的体温监测表模式被市委督察组表扬并誉为“磨山模式”进行推广。在卡口也建立了体温监测和登记制度，使村疫情防控工作落实到位。进一步做好武汉返乡人员和村民的体温监测工作，严格控人管理制度，把“足不出户、人不出村”、“发热即知、留观要快、隔离要准、救治及时”的要求落到实处。朱勉还根据实际情况与村书记共同制作了“磨山村疫情防控工作架构表”，将各项工作职责、任务和责任划分到人，有效地统筹村疫情防控工作的全面落实。朱勉白天进湾入户排查普查，晚上整理工作台帐。每天中午就在村委会加班值守，为村民解决紧急情况。2月12日，村民樊长志打来电话，告知其老婆二氧化碳中毒，已经不省人事。接到电话，朱勉立即与村支部书记一起及时将她送至镇卫生院抢救，由于抢救及时，挽回了她的生命。樊长志感激不尽。疫情无情人有情。朱勉始终把为民服务放在首位，防控进湾入户，他都会询问村民的生活必需品是否充足，有什么困难，多次帮助村民灌液化气和购置生活必需品。在进湾入户的宣传中，听说村民家中没有米、面，他立即骑上摩托车到镇上帮其购置，送到家中。防控期间，朱勉还抽出手来考虑村脱贫稳成效工作，进湾入户宣传中，他随时关心询问贫困户产业发展中遇到的难点，鼓励贫困户在做好疫情防控的同时，谋划疫情过后的产业发展。我不是逆行者，我是守护人。朱勉没有什么豪言壮语，他用行动践行诺言。 ",,,,,13秒前,360安全浏览器
